institution,level,department,course_name,course_code,credit,division
University of Alaska,College,Geography,Geography of Alaska,302,3S,U
University of Alaska,College,Geography,Introductory geography,101,3S,L
University of Alaska,College,Geoscience,Principles of geology,104,3S,L
University of Alaska,College,Health,Science of nutrition,203,3S,L
University of Alaska,College,History,"Alaska, land and its people",115,3S,L
University of Alaska,College,History,History of Alaska,461,3S,U
University of Alaska,College,History,History of Western civilization,I 101,3S,L
University of Alaska,College,History,History of the U.S,I 131,3S,L
University of Alaska,College,History,History of the U.S,II 132,3S,L
University of Alaska,College,History,Maritime history of Alaska,345,3S,U
University of Alaska,College,Journalism,Film and TV criticism,308,"3S, VI",U
University of Alaska,College,Journalism,History of the cinema,105,"3S, VI",L
University of Alaska,College,Journalism,Introduction to broadcasting,102,3S,L
University of Alaska,College,Journalism,Mass media law and regulation,413,3S,U
University of Alaska,College,Linguistics,Nature of language,101,3S,L
University of Alaska,College,Mathematics,Calculus,I 200,4S,L
University of Alaska,College,Mathematics,Calculus,II 201,4S,L
University of Alaska,College,Mathematics,Calculus,III 202,4S,L
University of Alaska,College,Mathematics for elementary school teachers,Trigonometry,108,3S,L
University of Alaska,College,Music,Music fundamentals,103,3S,L
University of Alaska,College,Petroleum Engineering,Survey of energy industries,103,3S,L
University of Alaska,College,Introduction to American government and,politics,101,3S,L
University of Alaska,College,Psychology,Abnormal psychology,345,3S,U
University of Alaska,College,Psychology,Biological psychology,393,3S,U
University of Alaska,College,Psychology,Child development,245,3S,L
University of Alaska,College,Developmental psychology in cross-cultural,perspective,240,3S,L
University of Alaska,College,Developmental psychology in cross-cultural,Drugs and drug dependence,370,3S,U
University of Alaska,College,Developmental psychology in cross-cultural,Introduction to psychology,101,3S,L
University of Alaska,College,Developmental psychology in cross-cultural,Personality,304,3S,U
University of Alaska,College,Science Application,Fundamentals of petroleum,101,3S,L
University of Alaska,College,Sociology,Social institutions,102,3S,L
University of Alaska,Graduate,Education,Applying telecommunications,593,"IS, CI",
University of Alaska,Graduate,Education,Education and cultural processes,610,3S,
University of Alaska,Graduate,Educational administration in cultural,perspective,660,3S,
University of Alaska,Graduate,Educational administration in cultural,Using the Internet,593,"IS, CI",
University of Arizona,High School,Government,American political process,12,HF,
University of Arizona,High School,Government,American/Arizona political process (HF) Arizona government,11-12,HF,
University of Arizona,High School,Government,Arizona government (bilingual) (HF) United States government,11-12,HF,
University of Arizona,High School,History,Arizona history,11-12,HF,
University of Arizona,High School,Social Studies,Elementary psychology,12,HF,
University of Arizona,High School,Social Studies,Elementary sociology,12,HF,
University of Arizona,High School,Social Studies,Free enterprise,12,HF,
University of Arizona,College,Anatomy,Human reproductive biology,4415,3U,U
University of Arizona,College,Animal Sciences,Feeds and feeding,4234,3U,L
University of Arizona,College,Anthropology,Cultural anthropology,4200,3U,L
University of Arizona,College,Anthropology,Human evolution,4265,3U,L
University of Arizona,College,Intro to physical anthropology and,archaeology,4101,3U,L
University of Arizona,College,Introduction to cultural and linguistic,anthropology,4102,3U,L
University of Arizona,College,Astronomy,Essentials of astronomy,4100,3U,L
University of Arizona,College,Introduction to meteorology and,climatology,4171,3U,L
University of Arizona,College,Chinese Studies,Chinese humanities,4142,3U,L
University of Arizona,College,Chinese Studies,History of China,4376,3U,U
University of Arizona,College,Chinese Studies,Modern Chinese history,4476,3U,U
University of Arizona,College,East Asian Studies,Asian religions,4130,3U,L
University of Arizona,College,East Asian Studies,Modern East Asia: a history,4270,3U,U
University of Arizona,College,English,Major American writers,4265,3U,L
University of Arizona,College,English,Modern literature,4261,3U,L
University of Arizona,College,Entomology,Insects and society,4151,3U,L
University of Arizona,College,French Language and Literature,Existentialism and the absurd,4283,3U,L
University of Arizona,College,French Language and Literature,The French novel and society,4282,3U,L
University of Arizona,College,Geography and Regional Development,World regional geography,4151,3U,L
University of Arizona,College,Health,International health,4433,3U,U
University of Arizona,College,Health,Introduction to health science,4178,3U,L
University of Arizona,College,Safety education and accident prevention,School health education,4381,3U,U
University of Arizona,College,History of American Foreign relations since,1 listorv of American foreign relations to 1914,4440,3U,U
University of Arizona,College,History of American Foreign relations since,History of England from 1603 to the present,4118,3U,L
University of Arizona,College,History of American Foreign relations since,1 listorv of England to 1603,4117,3U,L
University of Arizona,College,History of American Foreign relations since,History of Western civilization since 1648,4102,3U,L
University of Arizona,College,History of American Foreign relations since,"Historv of the United States, 1877 to the present",4107,3U,L
University of Arizona,College,Home Economics,Family relations,4337,3U,U
University of Arizona,College,Marketing,Introduction to marketing,4361,3U,U
University of Arizona,College,Marketing,Retailing management,4458,3U,U
University of Arizona,College,Mathematics,Finite mathematics,4119,3U,L
University of Arizona,College,Mathematics,Introduction to college algebra,4116,3U,L
University of Arizona,College,Introduction to ordinary differential,equations,4254,"3U, CI",L
University of Arizona,College,Introduction to ordinary differential,Plane trigonometry,4118,2U,L
University of Arizona,College,Music,Basic musicianship,4100,3U,L
University of Arizona,College,Music,Music in world cultures,4434,3U,U
University of Arizona,College,Music,Survey of music 1,4107,3U,L
University of Arizona,College,Music,Survey of music,II 4108,3U,L
University of Arizona,College,Near East Studies,Indian civilizations,4170,3U,L
University of Arizona,College,Near East Studies,Islamic thought,4434,3U,U
University of Arizona,College,Plant Pathology,General plant pathology,4305,3U,U
University of Arizona,College,Political Science,American national government,4102,3U,L
University of Arizona,College,Sociology,American social problems,4201,3U,L
University of Arizona,College,Sociology,Criminology,4342,3U,U
University of Arizona,College,Sociology,Introduction to sociology,4101,3U,L
University of Arizona,College,Sociology,Juvenile delinquency,4341,3U,U
University of Arizona,College,Sociology,Sociology of the family,4321,3U,U
University of Arizona,College,Sociology,Sociology of women,4150,3U,L
University of Arizona,College,Sociology,World population,4189,3U,L
University of Arizona,College,Statistics,Introduction to statistics,4160,3U,L
University of Arizona,College,Intro to engineering probability and,statistics,4230,3U,L
University of Arizona,Noncredit,Everything you wanted to know about car,repair (NC) Ford Mustang 1964 1/2,1973,NC,
University of Arkansas,High School,Business,Grammar,12,HF,
University of Arkansas,High School,Business,Literature,12,HF,
University of Arkansas,High School,Business,American government 12A (HF) American government 12B (HF) Civics 9A (HF) Civics 9B (HF) Economics,12,HF,
University of Arkansas,College,Accounting,Principles of accounting,I 2013,3S,L
University of Arkansas,College,Accounting,Principles of accounting,II 2023,3S,L
University of Arkansas,College,Agriculture,Agricultural economics,2103,3S,L
University of Arkansas,College,Animal Sciences,Principles of genetics,3123,3S,U
University of Arkansas,College,Anthropology,Indians of North America,3213,3S,U
University of Arkansas,College,Anthropology,Introduction to anthropology: cultural anthropology,1023,3S,L
University of Arkansas,College,Bacteriology,Bacteria in human affairs,2003,3S,L
University of Arkansas,College,Botany,Man and his environment,2533,3S,L
University of Arkansas,College,Botany,Plant geography,3513,3S,U
University of Arkansas,College,Botany,Survey of botany,1013,3S,L
University of Arkansas,College,Business law,Legal environment,2013,3S,L
University of Arkansas,College,Criminal Justice,Principles of microeconomics,2023,3S,L
University of Arkansas,College,Elementary Education,Children's literature,3273,3S,L
University of Arkansas,College,Elementary Education,Teaching math,4413,3S,U
University of Arkansas,College,Elementary Education,Teaching science,3303,3S,U
University of Arkansas,College,English,Composition,1013,3S,L
University of Arkansas,College,English,Composition-continuation,1023,3S,L
University of Arkansas,College,English,English literature from 1798,2123,3S,L
University of Arkansas,College,English,English literature from beginning to 1798,2113,3S,L
University of Arkansas,College,English,Essay writing,2013,3S,L
University of Arkansas,College,English,Intermediate composition,3003,3S,U
University of Arkansas,College,English,Introduction to literature,1113,3S,L
University of Arkansas,College,English,Masterpieces of world literature,1123,3S,L
University of Arkansas,College,English,Vocabulary building,1153,3S,L
University of Arkansas,College,French,Advanced French grammar,4003,3S,U
