naics_code,description_en,description_fr,year
332321,Metal window and door manufacturing,Fabrication de portes et de fenêtres en métal,2024
332329,Other ornamental and architectural metal product manufacturing,Fabrication d'autres produits métalliques d'ornement et d'architecture,2024
332410,Power boiler and heat exchanger manufacturing,Fabrication de chaudières et d'échangeurs de chaleur,2024
332420,Metal tank (heavy gauge) manufacturing,Fabrication de réservoirs en métal (épais),2024
332431,Metal can manufacturing,Fabrication de canettes,2024
332439,Other metal container manufacturing,Fabrication d'autres contenants en métal,2024
332510,Hardware manufacturing,Fabrication d'articles de quincaillerie,2024
332611,Spring (heavy gauge) manufacturing,Fabrication de ressorts (en métal épais),2024
332619,Other fabricated wire product manufacturing,Fabrication d'autres produits en fil métallique,2024
332710,Machine shops,Ateliers d'usinage,2024
332720,"Turned product and screw, nut and bolt manufacturing","Fabrication de produits tournés, de vis, d'écrous et de boulons",2024
332810,"Coating, engraving, cold and heat treating and allied activities","Revêtement, gravure, traitement thermique et par le froid, et activités analogues",2024
332910,Metal valve manufacturing,Fabrication de soupapes en métal,2024
332991,Ball and roller bearing manufacturing,Fabrication de roulements à billes et à rouleaux,2024
332999,All other miscellaneous fabricated metal product manufacturing,Fabrication de tous les autres produits métalliques divers,2024
333110,Agricultural implement manufacturing,Fabrication de machines agricoles,2024
333120,Construction machinery manufacturing,Fabrication de machines pour la construction,2024
333130,Mining and oil and gas field machinery manufacturing,Fabrication de machines pour l'extraction minière et l'exploitation pétrolière et gazière,2024
333245,Sawmill and woodworking machinery manufacturing,Fabrication de machines pour les scieries et le travail du bois,2024
333246,Rubber and plastics industry machinery manufacturing,Fabrication de machines pour l'industrie du caoutchouc et du plastique,2024
333247,Paper industry machinery manufacturing,Fabrication de machines pour l'industrie papetière,2024
333248,All other industrial machinery manufacturing,Fabrication de toutes les autres machines industrielles,2024
333310,Commercial and service industry machinery manufacturing,Fabrication de machines pour le commerce et les industries de services,2024
333413,Industrial and commercial fan and blower and air purification equipment manufacturing,"Fabrication de ventilateurs, de soufflantes et de purificateurs d'air industriels et commerciaux",2024
333416,Heating equipment and commercial refrigeration equipment manufacturing,Fabrication d'appareils de chauffage et de réfrigération commerciale,2024
333511,Industrial mould manufacturing,Fabrication de moules industriels,2024
333519,Other metalworking machinery manufacturing,Fabrication d'autres machines-outils pour le travail du métal,2024
333611,Turbine and turbine generator set unit manufacturing,Fabrication de turbines et de groupes turbogénérateurs,2024
333619,Other engine and power transmission equipment manufacturing,Fabrication d'autres moteurs et types de matériel de transmission de puissance,2024
333910,Pump and compressor manufacturing,Fabrication de pompes et de compresseurs,2024
333920,Material handling equipment manufacturing,Fabrication de matériel de manutention,2024
333990,All other general-purpose machinery manufacturing,Fabrication de toutes les autres machines d'usage général,2024
334110,Computer and peripheral equipment manufacturing,Fabrication de matériel informatique et périphérique,2024
334210,Telephone apparatus manufacturing,Fabrication de matériel téléphonique,2024
334220,Radio and television broadcasting and wireless communications equipment manufacturing,"Fabrication de matériel de radiodiffusion, de télédiffusion et de communication sans fil",2024
334290,Other communications equipment manufacturing,Fabrication d'autres types de matériel de communication,2024
334310,Audio and video equipment manufacturing,Fabrication de matériel audio et vidéo,2024
334410,Semiconductor and other electronic component manufacturing,Fabrication de semi-conducteurs et d'autres composants électroniques,2024
334511,Navigational and guidance instruments manufacturing,Fabrication d'instruments de navigation et de guidage,2024
334512,"Measuring, medical and controlling devices manufacturing",Fabrication d'appareils de mesure et de commande et d'appareils médicaux,2024
334610,Manufacturing and reproducing magnetic and optical media,Fabrication et reproduction de supports magnétiques et optiques,2024
335130,Electric lighting equipment manufacturing,Fabrication de matériel électrique d'éclairage,2024
335210,Small electrical appliance manufacturing,Fabrication de petits appareils électroménagers,2024
335223,Major kitchen appliance manufacturing,Fabrication de gros appareils ménagers de cuisine,2024
335229,Other major appliance manufacturing,Fabrication d'autres gros appareils ménagers,2024
335311,"Power, distribution and specialty transformers manufacturing",Fabrication de transformateurs de puissance et de distribution et de transformateurs spéciaux,2024
335312,Motor and generator manufacturing,Fabrication de moteurs et de générateurs,2024
335315,"Switchgear and switchboard, and relay and industrial control apparatus manufacturing","Fabrication d'appareillage de connexion, de commutation et de relais et de commandes d'usage industriel",2024
335910,Battery manufacturing,Fabrication de batteries et de piles,2024
335920,Communication and energy wire and cable manufacturing,Fabrication de fils et de câbles électriques et de communication,2024
335930,Wiring device manufacturing,Fabrication de dispositifs de câblage,2024
335990,All other electrical equipment and component manufacturing,Fabrication de tous les autres types de matériel et composants électriques,2024
336110,Automobile and light-duty motor vehicle manufacturing,Fabrication de voitures et de véhicules automobiles légers,2024
336120,Heavy-duty truck manufacturing,Fabrication de camions lourds,2024
336211,Motor vehicle body manufacturing,Fabrication de carrosseries de véhicules automobiles,2024
336212,Truck trailer manufacturing,Fabrication de remorques de camions,2024
336215,"Motor home, travel trailer and camper manufacturing","Fabrication de maisons mobiles, roulottes de tourisme et campeuses",2024
336310,Motor vehicle gasoline engine and engine parts manufacturing,Fabrication de moteurs et de pièces de moteurs à essence pour véhicules automobiles,2024
336320,Motor vehicle electrical and electronic equipment manufacturing,Fabrication de matériel électrique et électronique pour véhicules automobiles,2024
336330,Motor vehicle steering and suspension components (except spring) manufacturing,Fabrication de composants de direction et de suspension pour véhicules automobiles (sauf les ressorts),2024
336340,Motor vehicle brake system manufacturing,Fabrication de systèmes de freinage pour véhicules automobiles,2024
336350,Motor vehicle transmission and power train parts manufacturing,Fabrication de pièces de transmission et de groupe motopropulseur pour véhicules automobiles,2024
336360,Motor vehicle seating and interior trim manufacturing,Fabrication de sièges et enjolivures intérieures pour véhicules automobiles,2024
336370,Motor vehicle metal stamping,Emboutissage de pièces en métal pour véhicules automobiles,2024
336390,Other motor vehicle parts manufacturing,Fabrication d'autres pièces pour véhicules automobiles,2024
336410,Aerospace product and parts manufacturing,Fabrication de produits aérospatiaux et de leurs pièces,2024
336510,Railroad rolling stock manufacturing,Fabrication de matériel ferroviaire roulant,2024
336611,Ship building and repairing,Construction et réparation de navires,2024
336612,Boat building,Construction d'embarcations,2024
336990,Other transportation equipment manufacturing,Fabrication d'autres types de matériel de transport,2024
337110,Wood kitchen cabinet and counter top manufacturing,Fabrication d'armoires et de comptoirs de cuisine en bois,2024
337121,Upholstered household furniture manufacturing,Fabrication de meubles de maison rembourrés,2024
337123,Other wood household furniture manufacturing,Fabrication d'autres meubles de maison en bois,2024
337126,Household furniture (except wood and upholstered) manufacturing,Fabrication de meubles de maison (sauf en bois et rembourrés),2024
337127,Institutional furniture manufacturing,Fabrication de meubles d'établissement institutionnel,2024
337213,"Wood office furniture, including custom architectural woodwork, manufacturing","Fabrication de meubles de bureau en bois, y compris les boiseries architecturales faites sur commande",2024
337214,Office furniture (except wood) manufacturing,Fabrication de meubles de bureau (sauf en bois),2024
